order_id,customer_id,amount,currency,status,created_at,updated_at
100179,C0055,95.73,USD,completed,2026-08-29T15:57:20+0000,2026-08-29T16:55:20+0000
100180,C0002,47.46,USD,completed,2026-08-29T15:33:20+0000,2026-08-29T16:39:20+0000
100182,C0036,19.19,USD,completed,2026-08-29T14:24:20+0000,2026-08-29T16:52:20+0000
100183,C0066,76.36,USD,completed,2026-08-29T14:53:20+0000,2026-08-29T16:47:20+0000
100184,C0032,65.21,USD,completed,2026-08-29T16:03:20+0000,2026-08-29T16:40:20+0000
100191,C0014,54.82,USD,completed,2026-08-29T16:35:20+0000,2026-08-29T16:52:20+0000
100193,C0039,123.84,USD,pending,2026-08-29T15:33:20+0000,2026-08-29T16:48:20+0000
100195,C0051,23.3,USD,completed,2026-08-29T16:26:20+0000,2026-08-29T16:52:20+0000
100196,C0060,73.91,USD,refunded,2026-08-29T13:42:20+0000,2026-08-29T16:37:20+0000
100199,C0006,96.63,USD,cancelled,2026-08-29T16:14:20+0000,2026-08-29T16:51:20+0000
100201,C0009,21.61,USD,refunded,2026-08-29T14:06:20+0000,2026-08-29T16:53:20+0000
100202,C0005,33.61,USD,completed,2026-08-29T13:59:20+0000,2026-08-29T16:52:20+0000
100204,C0023,154.81,USD,completed,2026-08-29T15:05:20+0000,2026-08-29T16:46:20+0000
100206,C0073,46.24,USD,refunded,2026-08-29T14:12:20+0000,2026-08-29T16:44:20+0000
100207,C0056,57.12,USD,completed,2026-08-29T14:49:20+0000,2026-08-29T16:54:20+0000
100208,C0047,72.82,USD,pending,2026-08-29T15:30:20+0000,2026-08-29T16:37:20+0000
100210,C0032,58.07,USD,pending,2026-08-29T15:46:20+0000,2026-08-29T16:41:20+0000
100211,C0054,52.25,USD,completed,2026-08-29T15:48:20+0000,2026-08-29T16:40:20+0000
100213,C0027,45.39,USD,pending,2026-08-29T15:34:20+0000,2026-08-29T16:44:20+0000
100216,C0044,63.02,USD,completed,2026-08-29T16:35:20+0000,2026-08-29T16:55:20+0000
100217,C0030,23.6,USD,completed,2026-08-29T14:08:20+0000,2026-08-29T16:44:20+0000
100220,C0001,124.34,USD,completed,2026-08-29T14:05:20+0000,2026-08-29T16:51:20+0000
100221,C0017,71.17,USD,completed,2026-08-29T16:35:20+0000,2026-08-29T16:38:20+0000
100222,C0054,195.0,USD,completed,2026-08-29T14:08:20+0000,2026-08-29T16:48:20+0000
100223,C0025,55.34,USD,pending,2026-08-29T16:28:20+0000,2026-08-29T16:44:20+0000
100226,C0008,27.69,USD,cancelled,2026-08-29T16:17:20+0000,2026-08-29T16:36:20+0000
100227,C0051,61.65,USD,cancelled,2026-08-29T14:26:20+0000,2026-08-29T16:42:20+0000
100228,C0050,39.41,USD,pending,2026-08-29T14:40:20+0000,2026-08-29T16:38:20+0000
100229,C0021,110.57,USD,pending,2026-08-29T13:52:20+0000,2026-08-29T16:49:20+0000
100237,C0018,45.13,USD,pending,2026-08-29T15:22:20+0000,2026-08-29T16:50:20+0000
100239,C0031,119.38,USD,completed,2026-08-29T14:35:20+0000,2026-08-29T16:51:20+0000
100240,C0060,63.54,USD,refunded,2026-08-29T16:42:20+0000,2026-08-29T16:44:20+0000
100241,C0039,61.78,USD,cancelled,2026-08-29T15:02:20+0000,2026-08-29T16:46:20+0000
100243,C0019,77.6,USD,refunded,2026-08-29T16:21:20+0000,2026-08-29T16:35:20+0000
100245,C0007,71.89,USD,completed,2026-08-29T16:22:20+0000,2026-08-29T16:51:20+0000
100246,C0045,17.89,USD,completed,2026-08-29T15:14:20+0000,2026-08-29T16:44:20+0000
100247,C0061,13.68,USD,cancelled,2026-08-29T15:09:20+0000,2026-08-29T16:49:20+0000
100251,C0020,42.52,USD,completed,2026-08-29T15:51:20+0000,2026-08-29T16:44:20+0000
100253,C0041,85.27,USD,pending,2026-08-29T14:29:20+0000,2026-08-29T16:41:20+0000
100255,C0050,42.34,USD,completed,2026-08-29T15:21:20+0000,2026-08-29T16:45:20+0000
100260,C0051,237.02,USD,completed,2026-08-29T16:10:20+0000,2026-08-29T16:50:20+0000
100264,C0040,31.51,USD,completed,2026-08-29T15:25:20+0000,2026-08-29T16:48:20+0000
100265,C0016,119.78,USD,completed,2026-08-29T15:41:20+0000,2026-08-29T16:52:20+0000
100267,C0012,102.92,USD,cancelled,2026-08-29T13:56:20+0000,2026-08-29T16:39:20+0000
100268,C0039,42.67,USD,refunded,2026-08-29T14:13:20+0000,2026-08-29T16:48:20+0000
100272,C0056,98.43,USD,refunded,2026-08-29T14:43:20+0000,2026-08-29T16:38:20+0000
100275,C0041,84.52,USD,completed,2026-08-29T16:29:20+0000,2026-08-29T16:54:20+0000
100277,C0059,48.09,USD,completed,2026-08-29T14:35:20+0000,2026-08-29T16:42:20+0000
100278,C0045,128.39,USD,completed,2026-08-29T14:58:20+0000,2026-08-29T16:36:20+0000
100279,C0014,26.75,USD,pending,2026-08-29T15:56:20+0000,2026-08-29T16:48:20+0000
100282,C0060,48.25,USD,completed,2026-08-29T14:12:20+0000,2026-08-29T16:35:20+0000
100283,C0001,73.63,USD,completed,2026-08-29T15:06:20+0000,2026-08-29T16:47:20+0000
100287,C0036,33.88,USD,pending,2026-08-29T13:54:20+0000,2026-08-29T16:35:20+0000
100290,C0062,47.25,USD,completed,2026-08-29T13:59:20+0000,2026-08-29T16:51:20+0000
100294,C0009,32.74,USD,completed,2026-08-29T15:08:20+0000,2026-08-29T16:52:20+0000
100295,C0030,43.09,USD,completed,2026-08-29T15:13:20+0000,2026-08-29T16:46:20+0000
100299,C0012,39.33,USD,completed,2026-08-29T15:21:20+0000,2026-08-29T16:38:20+0000
100303,C0030,151.95,USD,cancelled,2026-08-29T14:41:20+0000,2026-08-29T16:38:20+0000
100305,C0049,92.99,USD,refunded,2026-08-29T14:46:20+0000,2026-08-29T16:54:20+0000
100306,C0073,91.28,USD,completed,2026-08-29T16:01:20+0000,2026-08-29T16:48:20+0000
100309,C0056,25.36,USD,completed,2026-08-29T16:39:20+0000,2026-08-29T16:46:20+0000
100310,C0019,98.35,USD,completed,2026-08-29T14:42:20+0000,2026-08-29T16:42:20+0000
100313,C0051,96.1,USD,refunded,2026-08-29T15:05:20+0000,2026-08-29T16:53:20+0000
100314,C0011,86.5,USD,cancelled,2026-08-29T15:57:20+0000,2026-08-29T16:55:20+0000
100315,C0075,128.26,USD,pending,2026-08-29T15:15:20+0000,2026-08-29T16:48:20+0000
100317,C0006,124.23,USD,refunded,2026-08-29T14:55:20+0000,2026-08-29T16:38:20+0000
100319,C0050,103.33,USD,completed,2026-08-29T16:02:20+0000,2026-08-29T16:41:20+0000
100320,C0068,22.2,USD,cancelled,2026-08-29T14:33:20+0000,2026-08-29T16:38:20+0000
100321,C0007,42.17,USD,cancelled,2026-08-29T13:42:20+0000,2026-08-29T16:34:20+0000
100324,C0012,143.01,USD,completed,2026-08-29T16:01:20+0000,2026-08-29T16:45:20+0000
100326,C0056,37.01,USD,refunded,2026-08-29T16:06:20+0000,2026-08-29T16:44:20+0000
100328,C0020,35.05,USD,completed,2026-08-29T13:55:20+0000,2026-08-29T16:54:20+0000
100329,C0030,132.34,USD,pending,2026-08-29T14:13:20+0000,2026-08-29T16:36:20+0000
100331,C0013,202.37,USD,pending,2026-08-29T13:52:20+0000,2026-08-29T16:52:20+0000
100333,C0001,48.62,USD,completed,2026-08-29T15:05:20+0000,2026-08-29T16:51:20+0000
100342,C0016,36.32,USD,completed,2026-08-29T16:31:20+0000,2026-08-29T16:35:20+0000
100344,C0068,61.76,USD,completed,2026-08-29T15:04:20+0000,2026-08-29T16:40:20+0000
100346,C0057,46.05,USD,cancelled,2026-08-29T15:34:20+0000,2026-08-29T16:53:20+0000
100350,C0035,39.15,USD,pending,2026-08-29T15:55:20+0000,2026-08-29T16:53:20+0000
100351,C0041,79.2,USD,completed,2026-08-29T13:56:20+0000,2026-08-29T16:37:20+0000
100353,C0027,66.71,USD,refunded,2026-08-29T16:47:20+0000,2026-08-29T16:51:20+0000
100354,C0074,54.63,USD,completed,2026-08-29T14:08:20+0000,2026-08-29T16:54:20+0000
100357,C0061,107.17,USD,completed,2026-08-29T15:31:20+0000,2026-08-29T16:35:20+0000
100362,C0016,48.72,USD,refunded,2026-08-29T13:54:20+0000,2026-08-29T16:43:20+0000
100363,C0005,45.74,USD,completed,2026-08-29T15:40:20+0000,2026-08-29T16:38:20+0000
100365,C0046,47.17,USD,refunded,2026-08-29T15:57:20+0000,2026-08-29T16:42:20+0000
100366,C0009,20.06,USD,pending,2026-08-29T14:51:20+0000,2026-08-29T16:41:20+0000
100367,C0002,45.67,USD,cancelled,2026-08-29T16:06:20+0000,2026-08-29T16:43:20+0000
100370,C0065,184.66,USD,completed,2026-08-29T14:11:20+0000,2026-08-29T16:48:20+0000
100372,C0068,143.74,USD,completed,2026-08-29T15:42:20+0000,2026-08-29T16:47:20+0000
100376,C0012,78.37,USD,refunded,2026-08-29T14:11:20+0000,2026-08-29T16:36:20+0000
100381,C0012,39.32,USD,completed,2026-08-29T14:41:20+0000,2026-08-29T16:41:20+0000
100383,C0016,96.76,USD,pending,2026-08-29T14:00:20+0000,2026-08-29T16:34:20+0000
100384,C0051,20.98,USD,completed,2026-08-29T15:56:20+0000,2026-08-29T16:38:20+0000
100388,C0073,51.34,USD,completed,2026-08-29T16:39:20+0000,2026-08-29T16:48:20+0000
100390,C0007,103.83,USD,completed,2026-08-29T15:28:20+0000,2026-08-29T16:52:20+0000
100392,C0030,112.11,USD,cancelled,2026-08-29T15:44:20+0000,2026-08-29T16:53:20+0000
100394,C0056,87.49,USD,completed,2026-08-29T14:08:20+0000,2026-08-29T16:49:20+0000
100396,C0042,194.1,USD,cancelled,2026-08-29T14:19:20+0000,2026-08-29T16:47:20+0000
100398,C0003,69.73,USD,pending,2026-08-29T15:24:20+0000,2026-08-29T16:45:20+0000
100400,C0056,79.59,USD,completed,2026-08-29T15:37:20+0000,2026-08-29T16:35:20+0000
100403,C0004,21.66,USD,completed,2026-08-29T15:14:20+0000,2026-08-29T16:35:20+0000
100404,C0020,60.4,USD,completed,2026-08-29T16:34:20+0000,2026-08-29T16:54:20+0000
100405,C0064,144.38,USD,completed,2026-08-29T15:25:20+0000,2026-08-29T16:34:20+0000
100406,C0040,57.8,USD,refunded,2026-08-29T14:02:20+0000,2026-08-29T16:38:20+0000
100407,C0058,60.4,USD,cancelled,2026-08-29T14:16:20+0000,2026-08-29T16:36:20+0000
100408,C0010,70.84,USD,completed,2026-08-29T16:28:20+0000,2026-08-29T16:35:20+0000
100410,C0048,57.58,USD,refunded,2026-08-29T14:20:20+0000,2026-08-29T16:53:20+0000
100413,C0065,35.21,USD,cancelled,2026-08-29T15:51:20+0000,2026-08-29T16:35:20+0000
100414,C0067,26.06,USD,pending,2026-08-29T15:16:20+0000,2026-08-29T16:49:20+0000
100415,C0006,89.66,USD,completed,2026-08-29T16:33:20+0000,2026-08-29T16:39:20+0000
100416,C0059,49.47,USD,cancelled,2026-08-29T15:07:20+0000,2026-08-29T16:41:20+0000
100417,C0038,74.8,USD,completed,2026-08-29T15:04:20+0000,2026-08-29T16:55:20+0000
100419,C0064,23.01,USD,completed,2026-08-29T14:52:20+0000,2026-08-29T16:51:20+0000
100420,C0026,51.02,USD,pending,2026-08-29T16:14:20+0000,2026-08-29T16:39:20+0000
100421,C0022,68.91,USD,completed,2026-08-29T15:36:20+0000,2026-08-29T16:38:20+0000
100427,C0068,133.23,USD,cancelled,2026-08-29T15:38:20+0000,2026-08-29T16:37:20+0000
100428,C0008,86.66,USD,cancelled,2026-08-29T15:00:20+0000,2026-08-29T16:47:20+0000
100429,C0035,53.47,USD,refunded,2026-08-29T16:41:20+0000,2026-08-29T16:53:20+0000
100432,C0004,33.02,USD,completed,2026-08-29T14:44:20+0000,2026-08-29T16:40:20+0000
100439,C0025,30.21,USD,cancelled,2026-08-29T15:21:20+0000,2026-08-29T16:52:20+0000
100440,C0047,153.91,USD,completed,2026-08-29T13:55:20+0000,2026-08-29T16:53:20+0000
100443,C0016,43.91,USD,pending,2026-08-29T14:01:20+0000,2026-08-29T16:49:20+0000
100451,C0027,75.42,USD,completed,2026-08-29T15:10:20+0000,2026-08-29T16:53:20+0000
100453,C0031,110.7,USD,refunded,2026-08-29T15:35:20+0000,2026-08-29T16:48:20+0000
100454,C0067,69.82,USD,completed,2026-08-29T15:04:20+0000,2026-08-29T16:35:20+0000
100458,C0069,44.84,USD,cancelled,2026-08-29T16:07:20+0000,2026-08-29T16:48:20+0000
100462,C0067,28.15,USD,completed,2026-08-29T15:45:20+0000,2026-08-29T16:47:20+0000
100464,C0033,55.12,USD,pending,2026-08-29T14:02:20+0000,2026-08-29T16:38:20+0000
100466,C0057,41.99,USD,completed,2026-08-29T14:53:20+0000,2026-08-29T16:45:20+0000
100471,C0040,28.11,USD,pending,2026-08-29T16:36:20+0000,2026-08-29T16:48:20+0000
100474,C0011,50.17,USD,cancelled,2026-08-29T14:50:20+0000,2026-08-29T16:35:20+0000
100481,C0012,26.54,USD,cancelled,2026-08-29T14:45:20+0000,2026-08-29T16:43:20+0000
100482,C0017,60.94,USD,refunded,2026-08-29T16:27:20+0000,2026-08-29T16:51:20+0000
100483,C0016,57.71,USD,completed,2026-08-29T15:53:20+0000,2026-08-29T16:47:20+0000
100486,C0048,76.76,USD,completed,2026-08-29T14:26:20+0000,2026-08-29T16:51:20+0000
100488,C0025,65.73,USD,completed,2026-08-29T15:09:20+0000,2026-08-29T16:40:20+0000
100491,C0069,15.77,USD,completed,2026-08-29T15:21:20+0000,2026-08-29T16:44:20+0000
100492,C0061,129.35,USD,refunded,2026-08-29T14:50:20+0000,2026-08-29T16:38:20+0000
100493,C0009,99.84,USD,pending,2026-08-29T15:38:20+0000,2026-08-29T16:49:20+0000
100496,C0067,62.12,USD,completed,2026-08-29T15:49:20+0000,2026-08-29T16:50:20+0000
100497,C0071,28.34,USD,pending,2026-08-29T14:53:20+0000,2026-08-29T16:46:20+0000
100498,C0071,54.91,USD,completed,2026-08-29T16:24:20+0000,2026-08-29T16:48:20+0000
100500,C0061,61.9,USD,completed,2026-08-29T15:52:20+0000,2026-08-29T16:55:20+0000
100504,C0055,93.64,USD,completed,2026-08-29T14:42:20+0000,2026-08-29T16:49:20+0000
100505,C0070,36.53,USD,completed,2026-08-29T15:12:20+0000,2026-08-29T16:35:20+0000
100507,C0074,114.56,USD,refunded,2026-08-29T15:20:20+0000,2026-08-29T16:38:20+0000
100508,C0063,100.27,USD,completed,2026-08-29T16:24:20+0000,2026-08-29T16:41:20+0000
100512,C0044,65.01,USD,cancelled,2026-08-29T14:39:20+0000,2026-08-29T16:38:20+0000
100513,C0032,44.11,USD,completed,2026-08-29T14:25:20+0000,2026-08-29T16:54:20+0000
100515,C0025,94.66,USD,refunded,2026-08-29T14:53:20+0000,2026-08-29T16:39:20+0000
100516,C0022,46.78,USD,completed,2026-08-29T15:23:20+0000,2026-08-29T16:52:20+0000
100517,C0004,142.91,USD,pending,2026-08-29T15:39:20+0000,2026-08-29T16:54:20+0000
100518,C0027,91.23,USD,cancelled,2026-08-29T15:21:20+0000,2026-08-29T16:52:20+0000
100520,C0023,213.89,USD,cancelled,2026-08-29T16:18:20+0000,2026-08-29T16:41:20+0000
100521,C0027,50.07,USD,refunded,2026-08-29T15:02:20+0000,2026-08-29T16:34:20+0000
100526,C0006,52.48,USD,refunded,2026-08-29T14:47:20+0000,2026-08-29T16:38:20+0000
100528,C0037,69.57,USD,completed,2026-08-29T15:46:20+0000,2026-08-29T16:47:20+0000
100529,C0067,31.43,USD,completed,2026-08-29T15:47:20+0000,2026-08-29T16:38:20+0000
100530,C0004,31.75,USD,cancelled,2026-08-29T16:14:20+0000,2026-08-29T16:43:20+0000
100531,C0073,19.95,USD,completed,2026-08-29T16:00:20+0000,2026-08-29T16:52:20+0000
100533,C0002,32.33,USD,completed,2026-08-29T15:31:20+0000,2026-08-29T16:52:20+0000
100535,C0065,54.09,USD,pending,2026-08-29T15:28:20+0000,2026-08-29T16:35:20+0000
100536,C0068,35.0,USD,completed,2026-08-29T16:15:20+0000,2026-08-29T16:35:20+0000
100541,C0010,37.3,USD,completed,2026-08-29T14:59:20+0000,2026-08-29T16:42:20+0000
100542,C0059,58.55,USD,completed,2026-08-29T15:40:20+0000,2026-08-29T16:35:20+0000
100550,C0060,46.58,USD,completed,2026-08-29T14:41:20+0000,2026-08-29T16:38:20+0000
100552,C0062,72.93,USD,completed,2026-08-29T16:25:20+0000,2026-08-29T16:35:20+0000
100553,C0043,26.46,USD,completed,2026-08-29T16:36:20+0000,2026-08-29T16:46:20+0000
100554,C0074,31.11,USD,completed,2026-08-29T15:25:20+0000,2026-08-29T16:38:20+0000
100559,C0004,106.93,USD,cancelled,2026-08-29T15:03:20+0000,2026-08-29T16:38:20+0000
100560,C0072,50.17,USD,completed,2026-08-29T15:14:20+0000,2026-08-29T16:53:20+0000
100561,C0055,52.23,USD,completed,2026-08-29T13:53:20+0000,2026-08-29T16:47:20+0000
100563,C0036,78.99,USD,pending,2026-08-29T15:25:20+0000,2026-08-29T16:38:20+0000
100564,C0018,66.11,USD,refunded,2026-08-29T14:50:20+0000,2026-08-29T16:37:20+0000
100574,C0021,69.97,USD,pending,2026-08-29T13:48:20+0000,2026-08-29T16:48:20+0000
100576,C0011,33.53,USD,cancelled,2026-08-29T15:30:20+0000,2026-08-29T16:44:20+0000
100577,C0038,21.15,USD,completed,2026-08-29T13:59:20+0000,2026-08-29T16:51:20+0000
100581,C0039,75.18,USD,cancelled,2026-08-29T15:58:20+0000,2026-08-29T16:45:20+0000
100582,C0068,57.02,USD,completed,2026-08-29T14:40:20+0000,2026-08-29T16:55:20+0000
100586,C0040,168.64,USD,completed,2026-08-29T14:19:20+0000,2026-08-29T16:43:20+0000
100587,C0001,82.99,USD,pending,2026-08-29T15:49:20+0000,2026-08-29T16:44:20+0000
100589,C0048,23.85,USD,completed,2026-08-29T15:09:20+0000,2026-08-29T16:40:20+0000
100593,C0038,69.49,USD,completed,2026-08-29T15:24:20+0000,2026-08-29T16:55:20+0000
100594,C0023,52.96,USD,cancelled,2026-08-29T15:08:20+0000,2026-08-29T16:35:20+0000
100595,C0012,95.05,USD,pending,2026-08-29T13:59:20+0000,2026-08-29T16:54:20+0000
100597,C0015,97.05,USD,completed,2026-08-29T16:13:20+0000,2026-08-29T16:53:20+0000
100598,C0035,81.66,USD,completed,2026-08-29T14:09:20+0000,2026-08-29T16:38:20+0000
